Player,Offense,Defense,GP,Name,Squad,Viable
"Reaver",1,1,118340,NS,"zzMT zzAV zDaka Zombie Spirit",1
"Reaver",,,584295,Executor,"Executor HT Razor Crest, Xanadu Blood, Slave I, IG-2000 Imperial TIE Fighter, Tie Adv",1
"Reaver",,,153594,JMLS,"zBS zzzzzzJMLS zWat Tambor, zzJKL zJolee",1
"Reaver",,,524439,Negotiator,"Negotiator BTL-B Y-wing Starfighter, Anakin's Eta-2 Starfighter, Rex's ARC-170, Umbaran Starfighter, Ahsoka Tano's Jedi Starfighter, Plo Koon's Jedi Starfighter, Clone Sergeant's ARC-170",1
"Reaver",1,0,150212,CLS,"zzzCLS zHan zzChewbacca zzR2-D2 zzOld Ben",1
"Reaver",,,332069,Malevolence,"Malevolence Hyena Bomber, Vulture Droid, Sun Fac SF, Soldier SF, Spy SF",1
"Reaver",,,461480,HansMF,"Home One, Han's MF, Rebel Y-wing, Bistan's U-wing, Phantom Ghost Cassian's U-wing, Wedge X-wing",1
"Reaver",0,1,110528,Geonosians,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",1
"Reaver",0,1,134108,Grievous,"zzGG zB2 zB1 zMagnaGuard zNute",1
"Reaver",1,0,125529,Traya,"zzTraya zDN zSion zzEP Sith Empire Trooper",1
"Reaver",,,99379,Mon Mothma,"zzMon Mothma, Hoth Rebel Scout, Wedge Scarif Cara Dune",1
"Reaver",1,0,120517,Troopers,"zVeers zzAdmiral Piett, zzMoff Gideon, zDark Trooper, Range Trooper",1
"Reaver",1,1,80716,Ewoks,"zChirpa Elder Paploo Wicket Logray G9",1
"Reaver",1,0,143166,ShaakClones,"zzShaak Ti, zRex zEcho (501st), zzFives zARC Trooper",1
"Reaver",0,1,145330,BH,"zzBossk zZam zJango Dengar zBoba",1
"Reaver",,,96033,Iden Troopers,"zIden Versio, Stormtrooper Snowtrooper Magma DT",1
"Reaver",0,1,101979,Phoenix,"zHera zZeb zKanan zSabine zEzra",1
"Reaver",1,1,88399,Rogue1,"zJyn Chirrut Baze K-2SO G9, Cassian",1
"Reaver",,,118443,Bad Batch,"zHunter zEcho zzOmega zTech zWrecker",1
"Reaver",1,0,81194,Jawas,"Nebit Jawa Engineer, Jawa Scavenger, Jawa Dathcha",1
"Reaver",1,0,66607,QiraNest,"Qira zNest zHYoda",1
"Reaver",1,1,91371,Carth,"zCarth Onasi, zMission zZaalbar Juhani G7, zCanderous",0
"Reaver",1,0,124878,zMaul,"Darth Maul, zDooku zSidious Savage Sith Marauder",0
"VipD",,,180251,JMK,"zzzzzzJMK zAhsoka zzzCAT zzzzGAS zGK",1
"VipD",,,181000,LV,"zzzzzzLord Vader, zzAdmiral Piett, zzzMaul zRG zzzVader",1
"VipD",1,1,160099,SL Kylo,"zzzzzzSL Kylo, zSith Trooper, zHux zzKRU zThrawn",1
"VipD",,,170582,SEE,"zzzzzzSEE zBSF zzMalak zzzDR zDooku",1
"VipD",1,1,170811,GL Rey,"zzzzzzRey zzzJTR zzBB-8 zL3-37 zResistance Hero Finn",1
"VipD",1,1,140191,NS,"zzMT zzAV zDaka Zombie Spirit",1
"VipD",,,626843,Executor,"Executor HT Razor Crest, Xanadu Blood, Slave I, IG-2000 Tie Adv, TIE Reaper",1
"VipD",,,166447,JMLS,"zBS zzzzzzJMLS zWat Tambor, zzJKL zJolee",1
"VipD",,,531216,Negotiator,"Negotiator BTL-B Y-wing Starfighter, Anakin's Eta-2 Starfighter, Rex's ARC-170, Umbaran Starfighter, Ahsoka Tano's Jedi Starfighter, Plo Koon's Jedi Starfighter, Clone Sergeant's ARC-170",1
"VipD",1,0,161792,CLS,"zzzCLS zHan zzChewbacca zzR2-D2 zzOld Ben",1
"VipD",,,338308,Malevolence,"Malevolence Hyena Bomber, Vulture Droid, Sun Fac SF, Soldier SF, Spy SF",1
"VipD",,,486364,HansMF,"Home One, Han's MF, Rebel Y-wing, Bistan's U-wing, Phantom Ghost Cassian's U-wing, Wedge X-wing",1
"VipD",0,1,116843,Geonosians,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",1
"VipD",0,1,140672,Grievous,"zzGG zB2 zB1 MagnaGuard zNute",1
"VipD",1,0,136337,Traya,"zzTraya zDN zSion zzEP Sith Empire Trooper",1
"VipD",,,125054,Mon Mothma,"zzMon Mothma, Hoth Rebel Scout, Wedge zPao zCara Dune",1
"VipD",,,145533,Disintegration,"zzAurra zzGreef Karga, zBoba zzBossk zThe Mandalorian",1
"VipD",1,1,90854,Ewoks,"zChirpa Elder zPaploo zWicket Logray",1
"VipD",1,0,155051,ShaakClones,"zzShaak Ti, zRex zEcho (501st), zzFives zARC Trooper",1
"VipD",1,1,125309,Carth,"zCarth Onasi, zMission zZaalbar zVandor Chewbacca, zCanderous",1
"VipD",0,1,150912,BH,"zzJango zZam zFennec Shand, zDengar zNest",1
"VipD",1,0,124119,Troopers,"zVeers zStarck zzMoff Gideon, zDark Trooper, Shoretrooper",1
"VipD",,,98181,Iden Troopers,"zIden Versio, zStormtrooper Snowtrooper Magma DT",1
"VipD",0,1,110456,Phoenix,"zHera zZeb zKanan zSabine zEzra",1
"VipD",1,1,96804,Rogue1,"Jyn Chirrut Baze K-2SO zCassian",1
"VipD",,,124637,Bad Batch,"zHunter zEcho zzOmega zTech zWrecker",1
"VipD",1,0,85107,Jawas,"Nebit Jawa Engineer, Jawa Scavenger, Jawa Dathcha",1
"VipD",,,117974,Phasma,"Phasma FOTP FOSFTP zFOST zKylo",0
"Sadola",,,174521,JMK,"zzzzzzJMK zAhsoka zzzCAT zzzzGAS zGK",1
"Sadola",,,172535,LV,"zzzzzzLord Vader, zzAdmiral Piett, zzzMaul zRG zzzVader",1
"Sadola",1,1,156437,SL Kylo,"zzzzzzSL Kylo, zSith Trooper, zHux zzKRU zThrawn",1
"Sadola",,,159790,SEE,"zzzzzzSEE zBSF zzMalak zzzDR zDooku",1
"Sadola",1,1,158109,GL Rey,"zzzzzzRey zzJTR zzR2-D2 zResistance Hero Poe, zResistance Hero Finn",1
"Sadola",0,1,90309,Qira,"Qira L3-37 zVandor Chewbacca, zMission zZaalbar",1
"Sadola",1,1,107498,NS,"zzMT zzAV zDaka Zombie Spirit",1
"Sadola",,,570086,Executor,"Executor HT Razor Crest, Xanadu Blood, Slave I, IG-2000 Tie Adv, TIE Reaper",1
"Sadola",,,155705,JMLS,"zBS zzzzzzJMLS zWat Tambor, zzJKL zJolee",1
"Sadola",,,509804,Negotiator,"Negotiator BTL-B Y-wing Starfighter, Anakin's Eta-2 Starfighter, Rex's ARC-170, Umbaran Starfighter, Ahsoka Tano's Jedi Starfighter, Plo Koon's Jedi Starfighter, Clone Sergeant's ARC-170",1
"Sadola",,,308693,Malevolence,"Malevolence Hyena Bomber, Vulture Droid, Sun Fac SF, Soldier SF, Spy SF",1
"Sadola",,,451114,HansMF,"Home One, Han's MF, Rebel Y-wing, Bistan's U-wing, Phantom Ghost Cassian's U-wing, Wedge X-wing",1
"Sadola",0,1,96524,Geonosians,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",1
"Sadola",0,1,132056,Grievous,"zzGG zB2 zB1 MagnaGuard zNute",1
"Sadola",1,0,116274,Traya,"zzTraya zDN zSion zzEP Sith Empire Trooper",1
"Sadola",,,108445,Mon Mothma,"zzMon Mothma, Wedge Biggs Bistan Pao",1
"Sadola",1,0,140018,CLS,"zzzCLS zHan zChewbacca zChewpio zC-3PO",1
"Sadola",1,1,81975,Ewoks,"zChirpa Elder Paploo Wicket Logray",1
"Sadola",1,0,151447,ShaakClones,"zzShaak Ti, zRex zEcho (501st), zzFives zARC Trooper",1
"Sadola",0,1,142063,BH,"zzBossk Zam Jango Dengar zBoba",1
"Sadola",1,0,100707,Troopers,"zVeers Starck zMoff Gideon, DT Shoretrooper",1
"Sadola",0,1,85607,Phoenix,"Hera Zeb Kanan G8, Sabine Ezra",1
"Sadola",1,1,98338,Rogue1,"Jyn Chirrut Baze K-2SO G8, Cassian",1
"Sadola",1,0,20874,NestSolo (Counter),"zNest",1
"Sadola",,,116952,Phasma,"Phasma FOTP FOSFTP zFOST zKylo",0
"Sadola",1,0,45150,Jawas,"Nebit G7, Jawa Engineer G7, Jawa Scavenger G7, Jawa G7, Dathcha G7",0
"Mini Ely",,,176662,JMK,"zzzzzzJMK zAhsoka zzzCAT zzzzGAS zGK",1
"Mini Ely",,,173417,LV,"zzzzzzLord Vader, zzAdmiral Piett, zzzMaul zRG zzzVader",1
"Mini Ely",1,1,157785,SL Kylo,"zzzzzzSL Kylo, zSith Trooper, zHux zzKRU Thrawn",1
"Mini Ely",,,175733,SEE,"zzzzzzSEE zBSF zzMalak zzzDR zDooku",1
"Mini Ely",,,598688,Executor,"Executor HT Razor Crest, Xanadu Blood, Slave I, IG-2000 Imperial TIE Fighter, Tie Adv",1
"Mini Ely",1,1,120735,NestSisters,"zzAV zzMT zDaka Zombie zNest",1
"Mini Ely",,,513293,Negotiator,"Negotiator BTL-B Y-wing Starfighter, Anakin's Eta-2 Starfighter, Rex's ARC-170, Umbaran Starfighter, Ahsoka Tano's Jedi Starfighter, Plo Koon's Jedi Starfighter, Clone Sergeant's ARC-170",1
"Mini Ely",1,0,150169,CLS,"zzzCLS zHan zzChewbacca zzR2-D2 zOld Ben",1
"Mini Ely",,,324802,Malevolence,"Malevolence Hyena Bomber, Vulture Droid, Sun Fac SF, Soldier SF, Spy SF",1
"Mini Ely",,,402434,HansMF,"Home One, Han's MF, Rebel Y-wing, Bistan's U-wing, Phantom Biggs X-wing, Cassian's U-wing, Wedge X-wing",1
"Mini Ely",0,1,106358,Geonosians,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",1
"Mini Ely",0,1,131762,Grievous,"zzGG zB2 zB1 MagnaGuard zNute",1
"Mini Ely",1,0,115940,Traya,"zzTraya zDN zSion zzEP Sith Empire Trooper",1
"Mini Ely",,,109196,Mon Mothma,"zzMon Mothma, Hoth Rebel Scout, Wedge zPao Cara Dune",1
"Mini Ely",1,1,146800,Revan Offense,"zzzJKR zGMY zHYoda zJolee zJKA",1
"Mini Ely",1,1,81549,Ewoks,"zChirpa G8, Elder zPaploo Wicket Logray G9",1
"Mini Ely",1,0,151013,ShaakClones,"zzShaak Ti, zRex zEcho (501st), zzFives zARC Trooper",1
"Mini Ely",1,1,87459,Carth,"zCarth Onasi, Mission G8, zZaalbar zVandor Chewbacca, zCanderous",1
"Mini Ely",0,1,151983,BH,"zzBossk zZam zzJango Dengar zBoba",1
"Mini Ely",1,0,114047,Troopers,"zVeers zStarck zMoff Gideon, Range Trooper, zDark Trooper",1
"Mini Ely",0,1,69393,Phoenix,"Hera G8, Zeb G8, Kanan G8, Sabine G8, Ezra G8",1
"Mini Ely",1,1,71339,Rogue1,"Jyn G8, Chirrut G8, Baze G8, K-2SO G8, Cassian G9",1
"Mini Ely",,,122636,Bad Batch,"zHunter zEcho zOmega zTech zWrecker",1
"Mini Ely",,,120269,Phasma,"Phasma zFOTP FOSFTP zFOST zKylo",0
"Mini Ely",,,151275,JMLS,"zBS zzzzzzJMLS zWat Tambor, zzJKL zBarriss",0
"Mini Ely",,,79878,Iden Troopers,"zIden Versio, Shoretrooper Snowtrooper Magma G7, DT",0
"Mini Ely",1,0,67823,Jawas,"Nebit G9, Jawa Engineer, Jawa Scavenger, Jawa G9, Dathcha G7",0
"Zaq Dain ψψ",,,176946,JMK,"zzzzzzJMK zAhsoka zzzCAT zzzzGAS zGK",1
"Zaq Dain ψψ",,,174593,LV,"zzzzzzLord Vader, zzAdmiral Piett, zzzMaul zRG zzzVader",1
"Zaq Dain ψψ",1,1,161820,SL Kylo,"zzzzzzSL Kylo, zSith Trooper, zHux zzKRU zzThrawn",1
"Zaq Dain ψψ",,,172499,SEE,"zzzzzzSEE zBSF zzMalak zzzDR zDooku",1
"Zaq Dain ψψ",0,1,89856,Qira,"Qira L3-37 G8, zVandor Chewbacca, zMission zZaalbar",1
"Zaq Dain ψψ",1,1,117668,NS,"zzMT zzAV zDaka Zombie Spirit",1
"Zaq Dain ψψ",,,594398,Executor,"Executor HT Razor Crest, Xanadu Blood, Slave I, IG-2000 Tie Adv, TIE Reaper",1
"Zaq Dain ψψ",,,515955,Negotiator,"Negotiator BTL-B Y-wing Starfighter, Anakin's Eta-2 Starfighter, Rex's ARC-170, Umbaran Starfighter, Ahsoka Tano's Jedi Starfighter, Plo Koon's Jedi Starfighter, Clone Sergeant's ARC-170",1
"Zaq Dain ψψ",1,0,150589,CLS,"zzzCLS zHan zzChewbacca zzR2-D2 zzOld Ben",1
"Zaq Dain ψψ",,,331536,Malevolence,"Malevolence Hyena Bomber, Vulture Droid, Sun Fac SF, Soldier SF, Spy SF",1
"Zaq Dain ψψ",,,497712,HansMF,"Home One, Han's MF, Rebel Y-wing, Bistan's U-wing, Phantom Biggs X-wing, Cassian's U-wing, Wedge X-wing",1
"Zaq Dain ψψ",0,1,111201,Geonosians,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",1
"Zaq Dain ψψ",0,1,137778,Grievous,"zzGG zB2 zB1 zMagnaGuard zNute",1
"Zaq Dain ψψ",1,0,131010,Traya,"zzTraya zzDN zSion zzEP Sith Empire Trooper",1
"Zaq Dain ψψ",,,108159,Mon Mothma,"zzMon Mothma, Hoth Rebel Scout, Scarif zPao zCara Dune",1
"Zaq Dain ψψ",,,133602,Disintegration,"Aurra zzGreef Karga, zBoba zzBossk zThe Mandalorian",1
"Zaq Dain ψψ",1,1,151737,Revan Offense,"zzzJKR zzGMY zzHYoda zJolee zJKA",1
"Zaq Dain ψψ",1,1,93689,Ewoks,"zChirpa Elder zPaploo zWicket Logray",1
"Zaq Dain ψψ",1,0,150857,ShaakClones,"zzShaak Ti, zRex zEcho (501st), zzFives zARC Trooper",1
"Zaq Dain ψψ",0,1,145375,BH,"zzJango zZam zIG-88 zFennec Shand, Dengar",1
"Zaq Dain ψψ",1,0,124353,Troopers,"zVeers zStarck zDark Trooper, Shoretrooper zStormtrooper",1
"Zaq Dain ψψ",0,1,78932,Phoenix,"Hera Zeb G8, Kanan Sabine G8, Ezra G8",1
"Zaq Dain ψψ",1,1,102787,Rogue1,"zzJyn Chirrut G8, Baze G8, K-2SO G8, zCassian",1
"Zaq Dain ψψ",,,120237,Bad Batch,"zHunter zEcho Omega zTech zWrecker",1
"Zaq Dain ψψ",1,0,70157,Jawas,"Nebit G8, Jawa Engineer G9, Jawa Scavenger G8, Jawa G9, Dathcha G9",1
"Zaq Dain ψψ",1,0,20148,NestSolo (Counter),"zNest",1
"Zaq Dain ψψ",,,123277,Phasma,"zPhasma zFOTP FOSFTP zFOST zKylo",0
"Zaq Dain ψψ",,,152213,JMLS,"zBS zzzzzzJMLS zWat Tambor, zzJKL zBarriss",0
"JimmyJames",,,176757,JMK,"zzzzzzJMK zAhsoka zzzCAT zzzzGAS zGK",1
"JimmyJames",,,176252,LV,"zzzzzzLord Vader, zzAdmiral Piett, zzzMaul zRG zzzVader",1
"JimmyJames",1,1,159407,SL Kylo,"zzzzzzSL Kylo, zSith Trooper, zHux zzKRU zzThrawn",1
"JimmyJames",,,171815,SEE,"zzzzzzSEE zBSF zzMalak zzzDR zDooku",1
"JimmyJames",0,1,112383,Qira,"zQira zL3-37 zVandor Chewbacca, zMission Zaalbar",1
"JimmyJames",1,1,163379,GL Rey,"zzzzzzRey zzzJTR zzBB-8 zResistance Hero Poe, zResistance Hero Finn",1
"JimmyJames",1,1,122979,NS,"zzMT zzAV zDaka Zombie Spirit",1
"JimmyJames",,,620628,Executor,"Executor HT Razor Crest, Xanadu Blood, Slave I, IG-2000 Tie Adv, TIE Reaper",1
"JimmyJames",,,158060,JMLS,"zBS zzzzzzJMLS zWat Tambor, zzJKL zJolee",1
"JimmyJames",,,528899,Negotiator,"Negotiator BTL-B Y-wing Starfighter, Anakin's Eta-2 Starfighter, Rex's ARC-170, Umbaran Starfighter, Ahsoka Tano's Jedi Starfighter, Plo Koon's Jedi Starfighter, Clone Sergeant's ARC-170",1
"JimmyJames",1,0,156173,CLS,"zzzCLS zHan zzChewbacca zzR2-D2 zOld Ben",1
"JimmyJames",,,341069,Malevolence,"Malevolence Hyena Bomber, Vulture Droid, Sun Fac SF, Soldier SF, Spy SF",1
"JimmyJames",,,534267,HansMF,"Home One, Han's MF, Rebel Y-wing, Bistan's U-wing, Phantom Ghost Cassian's U-wing, Biggs X-wing",1
"JimmyJames",0,1,113941,Geonosians,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",1
"JimmyJames",0,1,134701,Grievous,"zzGG zB2 zB1 MagnaGuard zNute",1
"JimmyJames",1,0,128918,Traya,"zzTraya zDN zSion zzEP Sith Empire Trooper",1
"JimmyJames",,,121793,Mon Mothma,"zzMon Mothma, Hoth Rebel Scout, Scarif zPao zCara Dune",1
"JimmyJames",1,1,91799,Ewoks,"zChirpa Elder Paploo zWicket Logray",1
"JimmyJames",1,0,154547,ShaakClones,"zzShaak Ti, zRex zEcho (501st), zzFives zARC Trooper",1
"JimmyJames",0,1,154959,BH,"zzBossk zZam zzJango Dengar zBoba",1
"JimmyJames",1,0,127693,Troopers,"zVeers zStarck zMoff Gideon, zDark Trooper, zStormtrooper",1
"JimmyJames",0,1,100821,Phoenix,"zHera Zeb Kanan Sabine zEzra",1
"JimmyJames",1,1,113487,Rogue1,"zzJyn Chirrut Baze G9, zK-2SO zCassian",1
"JimmyJames",,,129051,Bad Batch,"zHunter zEcho zzOmega zTech zWrecker",1
"JimmyJames",,,134703,Mando,"zzThe Mandalorian (Beskar Armor), zDash Rendar, zNest zIG-11 zKuiil",1
"JimmyJames",,,122886,Phasma,"zPhasma zFOTP FOSFTP zFOST zKylo",0
"JimmyJames",1,0,106286,Wiggs,"Wedge Biggs Fulcrum G6, zzC-3PO Leia",0
"JimmyJames",,,78454,Iden Troopers,"Iden Versio 4* G8, Shoretrooper Snowtrooper Magma G7, DT",0
"JimmyJames",1,0,71398,Jawas,"Nebit G9, Jawa Engineer, Jawa Scavenger G7, Jawa Dathcha G7",0
"Kekoa",,,178134,JMK,"zzzzzzJMK zAhsoka zzzCAT zzzzGAS zGK",1
"Kekoa",,,177139,LV,"zzzzzzLord Vader, zzAdmiral Piett, zzzMaul zRG zzzVader",1
"Kekoa",1,1,163221,SL Kylo,"zzzzzzSL Kylo, zSith Trooper, zHux zzKRU zzThrawn",1
"Kekoa",,,168842,SEE,"zzzzzzSEE zBSF zzMalak zzzDR zDooku",1
"Kekoa",1,1,163045,GL Rey,"zzzzzzRey zzzJTR zzBB-8 zHoldo zResistance Hero Finn",1
"Kekoa",0,1,102609,Qira,"Qira L3-37 zVandor Chewbacca, zMission zZaalbar",1
"Kekoa",1,1,118062,NS,"zzMT zzAV zDaka Zombie Spirit",1
"Kekoa",,,612488,Executor,"Executor HT Razor Crest, Xanadu Blood, Slave I, IG-2000 Tie Adv, TIE Reaper",1
"Kekoa",,,160213,JMLS,"zBS zzzzzzJMLS zWat Tambor, zzJKL zJolee",1
"Kekoa",,,522332,Negotiator,"Negotiator BTL-B Y-wing Starfighter, Anakin's Eta-2 Starfighter, Rex's ARC-170, Umbaran Starfighter, Ahsoka Tano's Jedi Starfighter, Plo Koon's Jedi Starfighter, Clone Sergeant's ARC-170",1
"Kekoa",1,0,152679,CLS,"zzzCLS zHan zzChewbacca zzR2-D2 zzOld Ben",1
"Kekoa",,,339449,Malevolence,"Malevolence Hyena Bomber, Vulture Droid, Sun Fac SF, Soldier SF, Spy SF",1
"Kekoa",,,506653,HansMF,"Home One, Han's MF, Rebel Y-wing, Bistan's U-wing, Phantom Biggs X-wing, Cassian's U-wing, Wedge X-wing",1
"Kekoa",0,1,112879,Geonosians,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",1
"Kekoa",0,1,139846,Grievous,"zzGG zB2 zB1 zMagnaGuard zNute",1
"Kekoa",1,0,136939,Traya,"zzTraya zDN zSion zzEP Sith Empire Trooper",1
"Kekoa",,,116079,Mon Mothma,"zzMon Mothma, Hoth Rebel Scout, Scarif zPao zCara Dune",1
"Kekoa",,,150459,Disintegration,"zAurra zzGreef Karga, zBoba zzBossk zzThe Mandalorian",1
"Kekoa",1,1,88110,Ewoks,"zChirpa Elder zPaploo Wicket Logray",1
"Kekoa",1,0,152533,ShaakClones,"zzShaak Ti, zRex zEcho (501st), zzFives zARC Trooper",1
"Kekoa",0,1,145079,BH,"zzJango zZam zFennec Shand, zDengar zNest",1
"Kekoa",1,0,131253,Troopers,"zVeers zStarck zzMoff Gideon, zDark Trooper, Shoretrooper",1
"Kekoa",,,103980,Iden Troopers,"zIden Versio, Stormtrooper Snowtrooper Magma DT",1
"Kekoa",1,0,119337,Wiggs,"Wedge Biggs zEzra zzC-3PO zLeia",1
"Kekoa",0,1,86490,Phoenix,"Hera Zeb G8, Kanan G8, zSabine Chopper",1
"Kekoa",1,1,109300,Rogue1,"zJyn Chirrut Baze zK-2SO zCassian",1
"Kekoa",,,129293,Bad Batch,"zHunter zEcho zzOmega zTech zWrecker",1
"Kekoa",1,0,75532,Jawas,"Nebit G9, Jawa Engineer G9, Jawa Scavenger G9, Jawa Dathcha G9",1
