Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,Team
ToCorr,529831859,4,0,4,GAS Special: GAS Ahsoka G12
RagnarKenobi,462421887,5,5,0,GAS Special: GAS Ahsoka
RagnarKenobi,462421887,12,12,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
Zombie,642964183,19,19,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
Zombie,642964183,8,0,8,GAS Special: GAS G8 6* Ahsoka
JarJare Dingari,585258357,0,0,0,JKL: JKL HYoda JMLS JKR Jolee
JarJare Dingari,585258357,0,0,0,CLS: CLS Han Chewbacca Chewpio C-3PO
JarJare Dingari,585258357,19,19,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
effbro,634874313,0,0,0,GAS Special: GAS Ahsoka
effbro,634874313,0,0,0,CLS: CLS Han Chewbacca Chewpio C-3PO
effbro,634874313,0,0,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
Compass,714279428,0,0,0,GAS Special: GAS Ahsoka
Compass,714279428,0,0,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
Mos Harris Cantina,965656478,2,2,0,CLS: CLS Han Chewbacca Chewpio C-3PO
Mos Harris Cantina,965656478,4,2,2,GAS Special: GAS R1 Ahsoka
Mos Harris Cantina,965656478,16,7,9,Shaak Ti: Shaak Ti Rex R1 Echo (501st) G13 ARC Trooper R1 Fives R1
ChromeHearts,499541516,0,0,0,GAS Special: GAS Ahsoka
ChromeHearts,499541516,0,0,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
50shardsofRey,926737248,0,0,0,GAS Special: GAS Ahsoka
50shardsofRey,926737248,0,0,0,ROLO: ROLO Cpt Solo Han Chewpio Lando
50shardsofRey,926737248,0,0,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
50shardsofRey,926737248,16,0,16,JKL: JKL HYoda GMY G12 JKR G12 Jolee G8
Keiths on Tap,968998882,0,0,0,CLS: CLS Han Chewbacca Chewpio C-3PO
Keiths on Tap,968998882,0,0,0,JKL: JKL HYoda JMLS JKR Jolee
Keiths on Tap,968998882,0,0,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
Keiths on Tap,968998882,13,5,8,ROLO: ROLO Cpt Solo Leia Baze G8 6* Lando
Mikey mike,343719337,7,7,0,GAS Special: GAS Ahsoka
Mikey mike,343719337,0,0,0,JKL: JKL HYoda GMY JKR GK
Mikey mike,343719337,0,0,0,CLS: CLS Han Chewbacca Chewpio C-3PO
Mikey mike,343719337,15,15,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
Mikey mike,343719337,8,0,8,ROLO: ROLO Cpt Solo Leia Baze G8 6* Lando
JediJaban,964357452,0,0,0,JKL: JKL HYoda GMY Jolee GK
JediJaban,964357452,0,0,0,CLS: CLS Han Chewbacca Chewpio C-3PO
JediJaban,964357452,16,16,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
JediJaban,964357452,5,0,5,GAS Special: GAS G11 6* Ahsoka
CodexDragon,934289767,19,19,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
boolsis,253523842,0,0,0,GAS Special: GAS Ahsoka
boolsis,253523842,0,0,0,JKL: JKL HYoda GMY Jolee GK
boolsis,253523842,0,0,0,CLS: CLS Han Chewbacca Chewpio C-3PO
boolsis,253523842,0,0,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
boolsis,253523842,1,0,1,Finn: Finn RT RH Finn RH Poe Rey
boolsis,253523842,8,0,8,ROLO: ROLO Cpt Solo Leia Baze G8 Lando
Fen Ryr Ω,527968993,0,0,0,ROLO: ROLO Cpt Solo Han Chewpio Lando
Fen Ryr Ω,527968993,0,0,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
Fen Ryr Ω,527968993,13,3,10,JKL: JKL HYoda GMY Jolee G10 GK G12
Falkor,159633194,5,5,0,GAS Special: GAS Ahsoka
Falkor,159633194,0,0,0,ROLO: ROLO Cpt Solo Han Chewpio Lando
Falkor,159633194,0,0,0,JKL: JKL HYoda GMY Jolee GK
Falkor,159633194,20,15,5,Shaak Ti: Shaak Ti R2 Rex R2 Echo (501st) R2 ARC Trooper R2 Fives R2
DarthDidi,576815337,0,0,0,GAS Special: GAS Ahsoka
DarthDidi,576815337,3,3,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
Ashla Delana,398771545,0,0,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
Ashla Delana,398771545,4,0,4,GAS Special: GAS Ahsoka G12
BenWey,537663123,0,0,0,GAS Special: GAS Ahsoka
BenWey,537663123,4,4,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
JustSomeGuy,125728594,0,0,0,JKL: JKL HYoda GMY JKR GK
JustSomeGuy,125728594,0,0,0,CLS: CLS Han Chewbacca Chewpio C-3PO
JustSomeGuy,125728594,19,19,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
JustSomeGuy,125728594,6,0,6,GAS Special: GAS G11 6* Ahsoka R2
Mol Eliza,719525127,0,0,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
Mol Eliza,719525127,4,1,3,GAS Special: GAS Ahsoka G13
Mol Eliza,719525127,13,1,12,CLS: CLS Han Chewbacca G12 Chewpio G11 5* C-3PO G13
Vesper,118557866,0,0,0,GAS Special: GAS Ahsoka
Vesper,118557866,0,0,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
Vesper,118557866,12,0,12,CLS: CLS Han Chewbacca G12 Chewpio G12 C-3PO G12
ShadowFang423,878662582,10,0,10,GAS Special: GAS G7 5* Ahsoka R2
Scott Brooksbank,388284847,0,0,0,JKL: JKL HYoda GMY JKR GK
Scott Brooksbank,388284847,5,4,1,GAS Special: GAS R2 Ahsoka
Scott Brooksbank,388284847,4,3,1,ROLO: ROLO Cpt Solo Han CLS Lando
Scott Brooksbank,388284847,19,3,16,Shaak Ti: Shaak Ti Rex G12 Echo (501st) G12 ARC Trooper G12 Fives G12
Revan110603,752954966,19,19,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
Delara,117893553,0,0,0,JKL: JKL HYoda GMY Jolee GK
Delara,117893553,0,0,0,CLS: CLS Han Chewbacca Chewpio C-3PO
Delara,117893553,1,0,1,Finn: Finn RT RH Finn RH Poe Rey
Delara,117893553,4,0,4,GAS Special: GAS Ahsoka G12
Delara,117893553,4,0,4,ROLO: ROLO Cpt Solo Leia Baze G12 Lando
Delara,117893553,10,0,10,Shaak Ti: Shaak Ti Rex R1 Echo (501st) G12 ARC Trooper Fives G12
DarthMixtapes,345497754,4,4,0,GAS Special: GAS Ahsoka
DarthMixtapes,345497754,0,0,0,CLS: CLS Han Chewbacca Chewpio C-3PO
DarthMixtapes,345497754,0,0,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
Zephen,161145221,0,0,0,GAS Special: GAS Ahsoka
Zephen,161145221,0,0,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
Daniel,498517398,0,0,0,GAS Special: GAS Ahsoka
Daniel,498517398,0,0,0,CLS: CLS Han Chewbacca Chewpio C-3PO
Daniel,498517398,0,0,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
Slide,686227566,5,5,0,GAS Special: GAS Ahsoka
Slide,686227566,9,9,0,CLS: CLS Han Chewbacca Chewpio C-3PO
Slide,686227566,0,0,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
E3PO,289128959,0,0,0,GAS Special: GAS Ahsoka
E3PO,289128959,0,0,0,JKL: JKL HYoda GMY Jolee GK
E3PO,289128959,0,0,0,CLS: CLS Han Chewbacca Chewpio C-3PO
E3PO,289128959,0,0,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
E3PO,289128959,1,0,1,Finn: Finn RT RH Finn RH Poe Rey
E3PO,289128959,5,1,4,ROLO: ROLO Cpt Solo Leia Baze G12 Lando
Xaniken Flywalker,147431224,0,0,0,GAS Special: GAS Ahsoka
Xaniken Flywalker,147431224,0,0,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
Savage Opress,332968426,0,0,0,GAS Special: GAS Ahsoka
Savage Opress,332968426,0,0,0,JKL: JKL HYoda GMY Jolee GK
Savage Opress,332968426,0,0,0,CLS: CLS Han Chewbacca Chewpio C-3PO
Savage Opress,332968426,0,0,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
Savage Opress,332968426,8,0,8,ROLO: ROLO Cpt Solo Biggs Baze G8 Lando
DarthChronic,996563696,12,0,12,ROLO: ROLO G12 Cpt Solo G8 Han CLS Chewbacca
Aldynek,161831859,0,0,0,GAS Special: GAS Ahsoka
Aldynek,161831859,0,0,0,ROLO: ROLO Cpt Solo Han Chewpio Lando
Aldynek,161831859,20,20,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
Dan So1o,528497989,4,4,0,GAS Special: GAS Ahsoka
Dan So1o,528497989,10,10,0,CLS: CLS Han Chewbacca Chewpio C-3PO
Dan So1o,528497989,14,14,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
Badgerfan,862925557,0,0,0,GAS Special: GAS Ahsoka
Badgerfan,862925557,0,0,0,CLS: CLS Han Chewbacca Chewpio C-3PO
Badgerfan,862925557,0,0,0,Shaak Ti: Shaak Ti Rex Echo (501st) ARC Trooper Fives
Badgerfan,862925557,1,0,1,Finn: Finn RT RH Finn RH Poe Rey
Badgerfan,862925557,19,0,19,ROLO: ROLO G11 Cpt Solo G12 Biggs G11 Baze G11 Lando
GrandMoffVarthul,446338585,6,2,4,GAS Special: GAS G12 Ahsoka
GrandMoffVarthul,446338585,14,3,11,Shaak Ti: Shaak Ti R1 Rex Echo (501st) G12 ARC Trooper G11 Fives
