Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,Team
Mos Harris Cantina,965656478,30,11,19,Jedi Master Kenobi: GK Bo-Katan R1 Aayla R1 Mace Negotiator GG Wat Tambor R2 MagnaGuard Clone Sergeant R1 QGJ GMY Jango Shaak Ti Cad Cody R1
Vesper,118557866,36,26,10,Sith Eternal Emperor: EP R4 Vader R6 RG Piett Krennic Sidious R4 Darth Maul Dooku Sith Marauder R4 Imperial TIE Bomber JKA Thrawn Tarkin Veers Starck
Mol Eliza,719525127,55,22,33,Jedi Master Kenobi: GK Bo-Katan G12 Aayla Mace Negotiator 6* GG Wat Tambor MagnaGuard Clone Sergeant G12 QGJ GMY R1 Jango G12 Shaak Ti Cad R4 Cody G13
Ug II,957613321,0,0,0,Jedi Master Kenobi: GK Bo-Katan Aayla Mace Negotiator GG Wat Tambor MagnaGuard Clone Sergeant QGJ GMY Jango Shaak Ti Cad Cody
The senat3,543127863,0,0,0,Sith Eternal Emperor: EP Vader RG Piett Krennic Sidious Darth Maul Dooku Sith Marauder Imperial TIE Bomber 6* JKA Thrawn Tarkin Veers Starck
Yani606,844674628,0,0,0,Sith Eternal Emperor: EP Vader RG Piett Krennic Sidious Darth Maul Dooku Sith Marauder Imperial TIE Bomber 6* JKA Thrawn Tarkin Veers Starck
Fireheadjake,471697669,0,0,0,Jedi Master Kenobi: GK Bo-Katan Aayla Mace Negotiator 6* GG Wat Tambor MagnaGuard Clone Sergeant QGJ GMY Jango Shaak Ti Cad Cody
Noster,685211787,0,0,0,Sith Eternal Emperor: EP Vader RG Piett Krennic Sidious Darth Maul Dooku Sith Marauder Imperial TIE Bomber JKA Thrawn Tarkin Veers Starck
Aldynek,161831859,0,0,0,Supreme Leader Kylo Ren: KRU Kylo FOST FOE FOO FOTP Phasma Hux FOSFTP Sith Trooper Vet Han EP Finalizer
EthanC,866312437,54,0,54,Supreme Leader Kylo Ren: KRU Kylo R5 FOST G9 6* FOE R4 FOO G10 FOTP G11 6* Phasma G12 Hux FOSFTP G10 Sith Trooper G11 6* Vet Han G6 5* EP Finalizer 0*
EthanC,866312437,0,0,0,Sith Eternal Emperor: EP Vader RG Piett Krennic Sidious Darth Maul Dooku Sith Marauder Imperial TIE Bomber 6* JKA Thrawn Tarkin Veers Starck
Badgerfan,862925557,0,0,0,Rey: JTR R2-D2 C-3PO BB-8 RT Scav Rey Finn Poe Vet Chewbacca Vet Han Resistance Pilot Holdo Rose RH Poe RH Finn
JarJare Dingari,585258357,0,0,0,Jedi Master Luke Skywalker: Old Ben JTR C-3PO Mon Mothma Chewpio JKL R2-D2 Han Chewbacca Rebel Y-wing Leia HYoda Wedge Biggs Lando
