Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,Team
Badgerfan,862925557,0,0,0,Grievous: GG B2 B1 Droideka MagnaGuard
Badgerfan,862925557,0,0,0,Geos: GBA Poggle Geo Soldier Sun Fac Geo Spy
Badgerfan,862925557,4,0,4,Dooku+Asajj: Dooku G8 AV
effbro,634874313,0,0,0,Troopers: Veers Piett Starck Dark Trooper Range Trooper
effbro,634874313,0,0,0,Grievous: GG B2 B1 Nute MagnaGuard
effbro,634874313,0,0,0,Geos: GBA Poggle Geo Soldier Sun Fac Geo Spy
effbro,634874313,3,0,3,Dooku+Asajj: Dooku G9 AV
Jace,652137157,0,0,0,Grievous: GG B2 B1 Droideka MagnaGuard
Jace,652137157,0,0,0,Geos: GBA Poggle Geo Soldier Sun Fac Geo Spy
Jace,652137157,4,2,2,Dooku+Asajj: Dooku G10 AV
50shardsofRey,926737248,0,0,0,Grievous: GG B2 B1 Droideka MagnaGuard
50shardsofRey,926737248,0,0,0,Geos: GBA Poggle Geo Soldier Sun Fac Geo Spy
50shardsofRey,926737248,1,0,1,Dooku+Asajj: Dooku G11 AV
Fen Ryr Ω,527968993,13,6,7,Grievous: GG B2 B1 G10 Droideka G10 MagnaGuard G9
Fen Ryr Ω,527968993,0,0,0,Geos: GBA Poggle Geo Soldier Sun Fac Geo Spy
Fen Ryr Ω,527968993,6,0,6,Troopers: Veers Piett Starck Dark Trooper G6 5* Range Trooper
Fen Ryr Ω,527968993,3,0,3,Dooku+Asajj: Dooku G9 AV
JediJaban,964357452,0,0,0,Troopers: Veers Piett Gideon Dark Trooper Range Trooper
JediJaban,964357452,14,14,0,Grievous: GG B2 B1 Nute MagnaGuard
JediJaban,964357452,1,1,0,Dooku+Asajj: Dooku AV
JediJaban,964357452,0,0,0,Geos: GBA Poggle Geo Soldier Sun Fac Geo Spy
E3PO,289128959,0,0,0,Grievous: GG B2 B1 Nute MagnaGuard
E3PO,289128959,0,0,0,Dooku+Asajj: Dooku AV
E3PO,289128959,0,0,0,Geos: GBA Poggle Geo Soldier Sun Fac Geo Spy
E3PO,289128959,1,0,1,Troopers: Veers Piett Starck Dark Trooper G11 6* Range Trooper
Aldynek,161831859,17,17,0,Grievous: GG B2 B1 Droideka MagnaGuard
Aldynek,161831859,0,0,0,Geos: GBA Poggle Geo Soldier Sun Fac Geo Spy
Aldynek,161831859,9,0,9,Troopers: Veers G10 Piett Gideon Dark Trooper G9 Range Trooper G8 6*
Aldynek,161831859,8,8,0,Dooku+Asajj: Dooku AV
ShadowFang423,878662582,8,8,0,Grievous: GG B2 B1 Droideka MagnaGuard
ShadowFang423,878662582,3,2,1,Dooku+Asajj: Dooku G11 AV
ShadowFang423,878662582,4,0,4,Geos: GBA G11 Poggle G11 Geo Soldier Sun Fac G11 Geo Spy G11
Compass,714279428,0,0,0,Grievous: GG B2 B1 Nute MagnaGuard
Compass,714279428,0,0,0,Dooku+Asajj: Dooku AV
Compass,714279428,1,0,1,Geos: GBA Poggle G11 Geo Soldier Sun Fac Geo Spy
DarthMixtapes,345497754,0,0,0,Grievous: GG B2 B1 Droideka MagnaGuard
DarthMixtapes,345497754,0,0,0,Geos: GBA Poggle Geo Soldier Sun Fac Geo Spy
DarthMixtapes,345497754,11,0,11,Troopers: Veers Piett Gideon Dark Trooper Range Trooper G1
DarthMixtapes,345497754,4,0,4,Dooku+Asajj: Dooku G8 AV
MINI P5ych0,437481762,0,0,0,Grievous: GG B2 B1 Droideka MagnaGuard
MINI P5ych0,437481762,9,1,8,Troopers: Veers Piett Gideon G9 Dark Trooper G11 Range Trooper G8
MINI P5ych0,437481762,11,0,11,Dooku+Asajj: Dooku G1 AV
MINI P5ych0,437481762,2,0,2,Geos: GBA G11 Poggle G11 Geo Soldier Sun Fac Geo Spy
Thalias,273671943,0,0,0,Dooku+Asajj: Dooku AV
Thalias,273671943,0,0,0,Geos: GBA Poggle Geo Soldier Sun Fac Geo Spy
Thalias,273671943,0,0,0,Grievous: GG B2 B1 Droideka MagnaGuard
RagnarKenobi,462421887,3,3,0,Grievous: GG B2 B1 Droideka MagnaGuard
RagnarKenobi,462421887,0,0,0,Geos: GBA Poggle Geo Soldier Sun Fac Geo Spy
RagnarKenobi,462421887,3,3,0,Dooku+Asajj: Dooku AV
Daniel,498517398,0,0,0,Grievous: GG B2 B1 Droideka MagnaGuard
Daniel,498517398,0,0,0,Dooku+Asajj: Dooku AV
Daniel,498517398,0,0,0,Geos: GBA Poggle Geo Soldier Sun Fac Geo Spy
Daniel,498517398,5,0,5,Troopers: Veers Piett Starck Dark Trooper G7 Range Trooper
DarthDidi,576815337,4,4,0,Troopers: Veers Piett Starck Dark Trooper Range Trooper
DarthDidi,576815337,0,0,0,Grievous: GG B2 B1 Droideka MagnaGuard
DarthDidi,576815337,0,0,0,Geos: GBA Poggle Geo Soldier Sun Fac Geo Spy
DarthDidi,576815337,2,0,2,Dooku+Asajj: Dooku G10 AV
Yani606,844674628,0,0,0,Grievous: GG B2 B1 Droideka MagnaGuard
Yani606,844674628,0,0,0,Geos: GBA Poggle Geo Soldier Sun Fac Geo Spy
Yani606,844674628,7,0,7,Troopers: Veers Piett Starck Dark Trooper G9 Range Trooper G8
Yani606,844674628,0,0,0,Dooku+Asajj: Dooku AV
ChromeHearts,499541516,0,0,0,Grievous: GG B2 B1 Nute MagnaGuard
ChromeHearts,499541516,0,0,0,Dooku+Asajj: Dooku AV
ChromeHearts,499541516,0,0,0,Geos: GBA Poggle Geo Soldier Sun Fac Geo Spy
CodexDragon,934289767,0,0,0,Geos: GBA Poggle Geo Soldier Sun Fac Geo Spy
CodexDragon,934289767,16,6,10,Dooku+Asajj: Dooku G7 AV G7
Fireheadjake,471697669,0,0,0,Grievous: GG B2 B1 Droideka MagnaGuard
Fireheadjake,471697669,10,0,10,Dooku+Asajj: Dooku G3 AV G11
Scott Brooksbank,388284847,0,0,0,Grievous: GG B2 B1 Droideka MagnaGuard
Scott Brooksbank,388284847,0,0,0,Dooku+Asajj: Dooku AV
Scott Brooksbank,388284847,0,0,0,Geos: GBA Poggle Geo Soldier Sun Fac Geo Spy
Scott Brooksbank,388284847,13,0,13,Troopers: Veers G11 Piett G8 Gideon G9 Dark Trooper G10 5* Range Trooper G9 5*
Ashla Delana,398771545,0,0,0,Grievous: GG B2 B1 Droideka MagnaGuard
Ashla Delana,398771545,0,0,0,Geos: GBA Poggle Geo Soldier Sun Fac Geo Spy
Ashla Delana,398771545,3,0,3,Troopers: Veers Piett Starck Dark Trooper G9 5* Range Trooper
Ashla Delana,398771545,0,0,0,Dooku+Asajj: Dooku AV
Revan110603,752954966,0,0,0,Geos: GBA Poggle Geo Soldier Sun Fac Geo Spy
Revan110603,752954966,6,0,6,Dooku+Asajj: Dooku AV G6
