Name,Ally Code,GP,Chars GP,Ships GP,Character:Ships,Light side or Dark Side,DSR Bot style mod score -- higher is better, aim for 3.0.  This is # of mods with secondary speed ≥ 15 / character gp / 100 000,DSR Bot style gear score -- higher is better.  Number of (>G12 + G13 + relic / 5) / total gp / 100 000.,LS Toon GP,DS Toon GP,Zetas,Omicrons,Relic Levels,GLs,7*,R5 and higher,G13 and higher,G12 and higher,G10 and higher,Jedi Knight Revan,Darth Revan,Malak,Padme,Genosian Brood Alpha,Wat Tambor,Ki-Adi-Mundi,Shaak Ti,General Skywalker,Rey,Supreme Leader Kylo Ren,Sith Eternal Emperor,Jedi Master Luke Skywalker,Jedi Master Kenobi,Lord Vader,Jabba the Hutt,Jedi Knight Luke,The Negotiator,Malevolence,Raddus,Finalizer,TW/GA Squads - farmed but may need gear.  Click player name to view.,Squads: defense or both,Squads: offense or both
"Xavier1212",319283538,7153464,3983794,3169670,125,-82,271,345,2109410,1874384,142,5,389,2,261,49,78,91,121,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,23,12,11
"Nathanx15",779648964,4196378,2373804,1822574,130,-331,202,219,1110444,1263360,44,3,125,1,135,18,25,42,59,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,9,6,5
"LoneStar JediPirateKing",151955278,7275641,4050402,3225239,125,-17,429,455,2209257,1841145,111,6,543,4,236,89,98,125,147,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,23,8,10
"IronPika",416882975,7018516,4040134,2978382,135,0,551,400,2221530,1818604,157,2,434,3,267,61,84,110,125,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,20,6,9
"Churro",825183536,7511385,4474223,3037162,147,0,364,493,2460438,2013785,155,3,620,4,254,90,109,138,153,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,23,8,9
"HEK3",429258464,7947412,4648622,3298790,140,-18,432,494,2534375,2114247,167,3,650,4,268,83,121,142,159,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,23,8,7
"danielooo",859116396,7232475,4140769,3091706,133,25,485,390,2302794,1837975,159,5,422,2,275,69,79,119,135,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,21,8,7
"lyt0506",678332117,8886217,5111316,3774901,135,-7,555,558,2801192,2310124,205,6,853,5,258,115,156,170,185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,28,10,12
"GhostCappy",589922992,5943066,3562004,2381062,149,210,550,459,2144445,1417559,128,4,455,2,197,68,85,97,115,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,19,8,7
"Larlagar",696831282,7588872,4457045,3131827,142,155,437,398,2622664,1834381,181,6,457,3,246,60,91,120,157,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,26,9,10
"Stormryder",363699387,7003136,4053828,2949308,137,157,453,444,2387299,1666529,143,3,480,4,242,67,93,122,134,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,20,6,8
"MY SPINACH PUFFS",851124652,6854630,4001245,2853385,140,-46,502,473,2153596,1847649,164,4,522,4,226,68,103,117,131,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,20,8,8
"Douge Fresh",374765921,7195524,4493614,2701910,166,-51,349,495,2413521,2080093,171,3,542,3,242,76,102,146,168,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,25,9,12
"Kick",346486265,5709807,3286360,2423447,135,304,422,491,2054889,1231471,115,3,442,2,179,61,91,101,112,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,18,7,5
"Macgruber",911786492,6774392,3647851,3126541,116,-47,575,391,1963047,1684804,134,2,407,3,257,49,83,101,124,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,19,7,7
"Vadodi",341753365,9470515,5709371,3761144,151,-36,504,576,3088118,2621253,239,7,979,6,278,146,165,185,202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,28,11,13
"Frijolito93",685533978,6800038,3679571,3120467,117,-111,543,393,1921621,1757950,136,4,393,1,221,59,79,110,125,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,20,9,8
"Sakaradin",596159943,8865730,5220301,3645429,143,-29,586,515,2832695,2387606,206,4,737,6,278,100,143,167,181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,26,9,10
"W5 Dviak",538112955,9610666,5744415,3866251,148,-36,379,605,3106466,2637949,222,3,904,6,285,117,186,215,223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,29,10,12
"Exile Vex",628696296,6478633,3754893,2723740,137,-181,442,462,1896125,1858768,142,4,498,4,200,71,96,104,124,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,20,7,7
"Dhraan",398525527,9278469,5493588,3784881,145,10,553,590,3034252,2459336,211,4,930,6,274,129,177,185,203,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,27,10,11
"BigDustbinlid",582651625,8215492,4965528,3249964,152,-54,523,512,2663392,2302136,186,2,530,4,262,70,117,198,210,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,26,10,13
"DarthRader",986257863,6555053,3743715,2811338,133,145,822,431,2193034,1550681,151,3,418,3,217,62,86,113,136,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,20,8,7
"dark choice",668319961,6928553,4022378,2906175,138,225,497,364,2436064,1586314,143,5,418,2,227,61,82,87,125,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,23,11,12
